,loan_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,pub_rec_bankruptcies,credit_age,mths_since_last_delinq_isNA,mths_since_last_record_isNA,emp_length_yrs,term_36months,term_60months,home_ownership_MORTGAGE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,verification_status_NotVerified,verification_status_SourceVerified,verification_status_Verified,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_home_improvement,purpose_major_purchase,purpose_medical,purpose_other,purpose_small_business,purpose_wedding
11,15522.65234375,0.20676910877227783,409.5892333984375,105917.25,12.831072807312012,1.0,3.0,19.0,92.0,4.0,0.0,35779.41796875,0.0,15.494218826293945,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12,12123.384765625,0.11250147968530655,362.2273254394531,24981.55859375,18.175260543823242,0.0,2.0,106.0,92.0,9.0,0.0,7324.00048828125,0.0,26.018207550048828,0.0,1.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13,17362.365234375,0.14651446044445038,439.79931640625,117937.90625,17.087467193603516,0.0,2.0,42.0,92.0,0.0,0.0,-10509.8583984375,0.0,17.58461570739746,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14,17630.57421875,0.18623268604278564,288.78985595703125,-566.546875,9.42749309539795,0.0,1.0,38.0,92.0,17.0,0.0,6847.74560546875,0.0,4.978479385375977,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,1560.7509765625,0.09250349551439285,-59.631072998046875,37781.6875,12.324687004089355,0.0,2.0,38.0,92.0,9.0,0.0,9954.1826171875,0.0,10.459358215332031,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,11815.5068359375,0.1966540515422821,384.6842956542969,37193.24609375,14.852310180664062,0.0,2.0,37.0,92.0,7.0,0.0,6367.07666015625,0.0,-1.2042055130004883,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,8014.8271484375,0.10226907581090927,269.6124572753906,120744.53125,20.343158721923828,0.0,2.0,36.0,104.0,22.0,1.0,45803.32421875,1.0,21.90972137451172,1.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18,11811.9912109375,0.17444579303264618,247.9531707763672,192038.59375,11.090038299560547,0.0,1.0,39.0,93.0,12.0,0.0,3207.533203125,0.0,25.12405014038086,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19,22896.06640625,0.11830989271402359,748.5960083007812,63274.546875,1.853292465209961,0.0,0.0,48.0,92.0,12.0,0.0,13291.9638671875,0.0,13.949383735656738,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20,12518.482421875,0.054147861897945404,337.47650146484375,159012.109375,14.124605178833008,0.0,2.0,38.0,92.0,8.0,0.0,15950.53125,0.0,17.20669174194336,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6843.09326171875,0.14033132791519165,191.0195770263672,74769.734375,13.31336498260498,0.0,0.0,38.0,92.0,7.0,0.0,9147.7509765625,0.0,12.553711891174316,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,9783.259765625,0.08254078030586243,332.2697448730469,55020.44140625,7.204596042633057,0.0,1.0,38.0,92.0,15.0,0.0,-2924.35546875,0.0,23.729827880859375,1.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23,13972.001953125,0.10958647727966309,425.31524658203125,139864.6875,15.512221336364746,0.0,0.0,28.0,92.0,8.0,0.0,5927.0654296875,0.0,4.817121505737305,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24,17755.90234375,0.15500222146511078,635.473876953125,50272.4296875,5.775452136993408,0.0,1.0,38.0,92.0,6.0,0.0,33787.4296875,0.0,21.527807235717773,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25,20874.662109375,0.21269294619560242,613.588623046875,19330.515625,7.3239359855651855,0.0,1.0,38.0,92.0,9.0,0.0,21508.287109375,0.0,17.050378799438477,1.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26,34519.640625,-0.140840083360672,317.2120361328125,205094.59375,15.405830383300781,0.0,0.0,44.0,92.0,30.0,0.0,215441.390625,0.0,9.753429412841797,1.0,1.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
27,9316.384765625,0.13034753501415253,242.79197692871094,89278.34375,1.050044059753418,0.0,0.0,36.0,92.0,5.0,0.0,24524.9609375,0.0,10.328373908996582,1.0,1.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28,10134.412109375,0.10907857120037079,266.7126770019531,51239.484375,30.505020141601562,0.0,2.0,81.0,92.0,9.0,0.0,8839.82421875,0.0,14.75925064086914,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29,3105.35498046875,0.16265694797039032,75.61323547363281,20667.546875,20.893362045288086,0.0,2.0,40.0,92.0,46.0,0.0,4419.7138671875,0.0,-1.9799280166625977,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30,21280.61328125,0.17734365165233612,682.049560546875,50104.5546875,18.756132125854492,0.0,1.0,39.0,92.0,11.0,0.0,29441.765625,0.0,-0.004410743713378906,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
31,35872.49609375,0.1416068971157074,697.93017578125,59458.4921875,7.8303303718566895,0.0,0.0,37.0,92.0,8.0,0.0,5369.51806640625,0.0,9.090578079223633,1.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32,9105.224609375,0.18649764358997345,411.8038024902344,99472.515625,16.76844024658203,0.0,2.0,33.0,92.0,8.0,0.0,34516.52734375,0.0,17.01736068725586,0.0,1.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33,6716.9697265625,0.11219939589500427,274.79022216796875,37230.96875,7.592225074768066,0.0,0.0,39.0,92.0,10.0,0.0,21701.65625,0.0,38.633140563964844,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34,13684.146484375,0.09592105448246002,555.1212768554688,57088.59375,17.05714988708496,0.0,2.0,33.0,92.0,30.0,0.0,3412.609375,0.0,32.671966552734375,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,3247.77001953125,0.18906229734420776,164.12884521484375,44788.46875,18.002971649169922,0.0,2.0,43.0,92.0,2.0,0.0,419.3271484375,0.0,12.653079986572266,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36,3694.3291015625,0.21586626768112183,100.88288879394531,19991.72265625,14.548648834228516,0.0,1.0,38.0,92.0,0.0,0.0,12896.8544921875,0.0,1.6116943359375,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37,10750.40625,0.12543945014476776,399.5842590332031,18586.98046875,23.322004318237305,0.0,3.0,39.0,90.0,9.0,0.0,37789.78515625,0.0,15.446199417114258,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
38,18069.03125,0.14903627336025238,574.5422973632812,21433.83203125,13.165972709655762,0.0,1.0,38.0,93.0,22.0,0.0,14792.2509765625,0.0,-3.530689239501953,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
39,12049.09765625,0.21219468116760254,213.5068359375,93870.953125,23.381675720214844,0.0,0.0,37.0,92.0,10.0,0.0,47001.046875,0.0,19.16852569580078,1.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
40,7120.4990234375,0.07996375113725662,239.9384765625,14861.6484375,17.464197158813477,0.0,3.0,48.0,92.0,11.0,0.0,7064.0859375,0.0,20.849924087524414,0.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,3946.00146484375,0.025191299617290497,27.18011474609375,45111.5703125,16.73173713684082,0.0,1.0,37.0,92.0,14.0,0.0,2963.3291015625,0.0,16.043432235717773,1.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
42,8005.095703125,0.11570261418819427,248.08465576171875,51702.3828125,27.800697326660156,0.0,5.0,37.0,92.0,4.0,0.0,10799.9375,0.0,22.45401382446289,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
43,16578.720703125,0.06603172421455383,509.36590576171875,4277.76953125,13.029769897460938,0.0,0.0,50.0,93.0,25.0,0.0,36808.7578125,0.0,75.52238464355469,0.0,1.0,21.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
44,11293.1611328125,0.14733940362930298,308.5161437988281,70095.3203125,16.935073852539062,0.0,3.0,37.0,92.0,0.0,0.0,20375.587890625,0.0,11.838857650756836,1.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45,10494.48828125,0.1643425077199936,248.57350158691406,142929.546875,22.806888580322266,0.0,1.0,38.0,92.0,6.0,0.0,69566.7734375,0.0,4.029536247253418,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
46,28847.453125,0.16389673948287964,779.626220703125,51628.20703125,12.40920639038086,1.0,0.0,5.0,92.0,15.0,0.0,55682.84375,0.0,22.487213134765625,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
47,10806.53515625,0.1323983073234558,350.38592529296875,95031.21875,19.186935424804688,0.0,1.0,33.0,92.0,4.0,0.0,13540.59375,0.0,10.360629081726074,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
48,10199.1416015625,0.13991665840148926,292.3684387207031,25063.94140625,24.78783416748047,0.0,0.0,18.0,92.0,20.0,0.0,15664.400390625,0.0,23.59811019897461,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
49,38683.5,0.095771424472332,403.60772705078125,141555.21875,18.491750717163086,0.0,2.0,38.0,92.0,15.0,0.0,48435.13671875,0.0,13.02047061920166,1.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8434.6171875,0.06448136270046234,158.96861267089844,92824.6953125,1.0429449081420898,0.0,0.0,35.0,92.0,13.0,0.0,-2004.869140625,0.0,7.0515666007995605,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
51,18786.50390625,0.11614271253347397,587.3798217773438,303534.3125,21.136768341064453,0.0,0.0,10.0,92.0,21.0,0.0,66210.59375,0.0,10.925694465637207,0.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
52,-2161.791015625,0.14843565225601196,14.49957275390625,20738.9765625,19.824508666992188,0.0,2.0,37.0,92.0,1.0,0.0,5990.63037109375,0.0,14.52781867980957,1.0,1.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
53,7305.021484375,0.09437888860702515,171.7571258544922,119461.203125,12.951749801635742,0.0,2.0,40.0,92.0,17.0,0.0,7518.67431640625,0.0,18.125865936279297,0.0,1.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
54,6949.24072265625,0.09055173397064209,327.1548156738281,53128.70703125,12.27953815460205,0.0,0.0,117.0,19.0,0.0,2.0,-1151.9091796875,0.0,18.541248321533203,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55,11897.4609375,0.08321867883205414,348.27655029296875,94944.3828125,3.9191999435424805,0.0,0.0,35.0,92.0,8.0,0.0,20522.94140625,0.0,24.879215240478516,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
56,11888.3671875,0.1577668935060501,506.21649169921875,47491.7421875,19.152517318725586,0.0,1.0,49.0,92.0,9.0,0.0,11536.376953125,0.0,32.27696228027344,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
57,4986.90771484375,0.1563161164522171,273.3702697753906,126795.890625,10.703944206237793,1.0,2.0,14.0,92.0,9.0,0.0,21619.71875,0.0,14.186074256896973,0.0,1.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
58,16458.7734375,0.15112803876399994,624.478759765625,75478.9453125,19.510557174682617,0.0,2.0,39.0,92.0,9.0,0.0,39925.64453125,0.0,5.921346187591553,1.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
59,5709.89599609375,0.10800531506538391,165.16455078125,45109.9609375,15.883108139038086,0.0,1.0,38.0,92.0,10.0,0.0,-3934.6650390625,0.0,9.319356918334961,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60,4223.68310546875,0.157934308052063,126.43724060058594,18682.51953125,24.939563751220703,0.0,3.0,37.0,92.0,2.0,0.0,-2798.9326171875,0.0,7.885842323303223,1.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
61,13290.4091796875,0.060266513377428055,303.40692138671875,146466.3125,12.227099418640137,0.0,1.0,38.0,92.0,4.0,0.0,-21514.1875,0.0,26.365612030029297,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
62,8619.193359375,0.1778019219636917,359.0534973144531,154825.4375,19.574626922607422,0.0,1.0,38.0,92.0,11.0,0.0,66635.9296875,0.0,13.640986442565918,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,5799.552734375,0.09103035181760788,191.98252868652344,35633.80859375,10.031501770019531,0.0,1.0,38.0,92.0,6.0,0.0,9846.15234375,0.0,9.393064498901367,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
64,11986.205078125,0.09262359142303467,475.2669982910156,42421.80078125,6.338225841522217,0.0,0.0,40.0,93.0,16.0,0.0,4495.2001953125,0.0,2.064504623413086,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
65,4766.4619140625,0.17634053528308868,228.72091674804688,197587.40625,13.97327995300293,0.0,2.0,38.0,92.0,20.0,0.0,15748.2353515625,0.0,19.94696807861328,1.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
66,16029.494140625,0.09346596151590347,321.23931884765625,66014.6171875,4.265724182128906,0.0,1.0,37.0,92.0,0.0,0.0,3439.6357421875,0.0,3.5328407287597656,1.0,1.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
67,1838.8505859375,0.06635233759880066,9.144744873046875,22868.8984375,14.704275131225586,0.0,2.0,22.0,92.0,3.0,0.0,770.1181640625,0.0,-5.728660583496094,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
68,17564.45703125,0.1588592529296875,730.9290771484375,9346.87890625,8.012801170349121,0.0,3.0,38.0,93.0,67.0,0.0,13015.1689453125,0.0,16.779882431030273,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,3831.60986328125,0.08241360634565353,7.661224365234375,90599.234375,12.315485954284668,3.0,0.0,0.0,92.0,12.0,0.0,-5115.8505859375,0.0,21.51738739013672,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
70,2576.5947265625,0.07705537974834442,96.36825561523438,68256.1171875,14.54826545715332,0.0,0.0,47.0,91.0,11.0,0.0,7060.59228515625,0.0,7.877930641174316,0.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
71,5639.90380859375,0.10939888656139374,330.047607421875,91629.953125,11.127552032470703,0.0,0.0,39.0,91.0,1.0,0.0,65545.21875,0.0,46.54937744140625,1.0,1.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
72,11225.2587890625,0.1617865413427353,260.0216979980469,22466.91796875,13.915952682495117,0.0,1.0,85.0,92.0,20.0,0.0,7239.75390625,0.0,16.604087829589844,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
73,1585.9140625,0.08635947108268738,73.80825805664062,76844.71875,20.418256759643555,0.0,2.0,38.0,92.0,13.0,0.0,3752.9208984375,0.0,5.583309173583984,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,-624.7568359375,0.07437997311353683,-36.405853271484375,36300.73828125,15.067805290222168,0.0,1.0,55.0,92.0,8.0,0.0,5038.490234375,0.0,9.406982421875,0.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
75,31067.3359375,0.048116184771060944,861.7518920898438,58589.79296875,25.476613998413086,0.0,1.0,37.0,92.0,20.0,0.0,7206.15087890625,0.0,2.9800100326538086,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
76,14493.6982421875,0.15634116530418396,491.2358093261719,22127.4375,16.020498275756836,0.0,0.0,39.0,92.0,7.0,0.0,21383.17578125,0.0,-0.11048603057861328,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
77,1138.9501953125,0.15398670732975006,57.527313232421875,69298.2265625,21.016042709350586,0.0,1.0,37.0,89.0,19.0,0.0,1315.0703125,0.0,7.269124984741211,1.0,1.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
78,9797.71875,0.09772989153862,356.7710266113281,19876.9765625,7.995173931121826,0.0,2.0,27.0,92.0,7.0,0.0,2197.72265625,0.0,14.290656089782715,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
